model,landscape,climate,disturbances,replication,diversity,scenario,cv_temporal_agb,cv_temporal_bt
LANDCLIM,dischma,RCP85,no,12,high_future,alpha,24.013804977336395,38.51851960583373
LANDCLIM,dischma,RCP85,no,12,high_future,beta,22.016490240750418,34.50264007127509
LANDCLIM,dischma,RCP85,no,12,low,alpha,25.678872175778228,56.436226875056974
LANDCLIM,dischma,RCP85,no,12,low,beta,24.97751900399934,53.57396797888565
LANDCLIM,dischma,RCP85,no,12,no,prod,36.25599524487312,84.26851374140149
LANDCLIM,dischma,RCP85,no,13,high,alpha,18.737240029430698,32.65243337318823
LANDCLIM,dischma,RCP85,no,13,high,beta,17.120768108479385,27.185138948995437
LANDCLIM,dischma,RCP85,no,13,high_future,alpha,24.013804977336395,38.51851960583373
LANDCLIM,dischma,RCP85,no,13,high_future,beta,22.016490240750418,34.50264007127509
LANDCLIM,dischma,RCP85,no,13,low,alpha,25.678872175778228,56.436226875056974
LANDCLIM,dischma,RCP85,no,13,low,beta,24.97751900399934,53.57396797888565
LANDCLIM,dischma,RCP85,no,13,no,prod,36.25599524487312,84.26851374140149
LANDCLIM,dischma,RCP85,no,14,high,alpha,18.737240029430698,32.65243337318823
LANDCLIM,dischma,RCP85,no,14,high,beta,17.120768108479385,27.185138948995437
LANDCLIM,dischma,RCP85,no,14,high_future,alpha,24.013804977336395,38.51851960583373
LANDCLIM,dischma,RCP85,no,14,high_future,beta,22.016490240750418,34.50264007127509
LANDCLIM,dischma,RCP85,no,14,low,alpha,25.678872175778228,56.436226875056974
LANDCLIM,dischma,RCP85,no,14,low,beta,24.97751900399934,53.57396797888565
LANDCLIM,dischma,RCP85,no,14,no,prod,36.25599524487312,84.26851374140149
LANDCLIM,dischma,RCP85,no,15,high,alpha,18.737240029430698,32.65243337318823
LANDCLIM,dischma,RCP85,no,15,high,beta,17.120768108479385,27.185138948995437
LANDCLIM,dischma,RCP85,no,15,high_future,alpha,24.013804977336395,38.51851960583373
LANDCLIM,dischma,RCP85,no,15,high_future,beta,22.016490240750418,34.50264007127509
LANDCLIM,dischma,RCP85,no,15,low,alpha,25.678872175778228,56.436226875056974
LANDCLIM,dischma,RCP85,no,15,low,beta,24.97751900399934,53.57396797888565
LANDCLIM,dischma,RCP85,no,15,no,prod,36.25599524487312,84.26851374140149
LANDCLIM,dischma,RCP85,no,16,high,alpha,18.737240029430698,32.65243337318823
LANDCLIM,dischma,RCP85,no,16,high,beta,17.120768108479385,27.185138948995437
LANDCLIM,dischma,RCP85,no,16,high_future,alpha,24.013804977336395,38.51851960583373
LANDCLIM,dischma,RCP85,no,16,high_future,beta,22.016490240750418,34.50264007127509
LANDCLIM,dischma,RCP85,no,16,low,alpha,25.678872175778228,56.436226875056974
LANDCLIM,dischma,RCP85,no,16,low,beta,24.97751900399934,53.57396797888565
LANDCLIM,dischma,RCP85,no,16,no,prod,36.25599524487312,84.26851374140149
LANDCLIM,dischma,RCP85,no,17,high,alpha,18.737240029430698,32.65243337318823
LANDCLIM,dischma,RCP85,no,17,high,beta,17.120768108479385,27.185138948995437
LANDCLIM,dischma,RCP85,no,17,high_future,alpha,24.013804977336395,38.51851960583373
LANDCLIM,dischma,RCP85,no,17,high_future,beta,22.016490240750418,34.50264007127509
LANDCLIM,dischma,RCP85,no,17,low,alpha,25.678872175778228,56.436226875056974
LANDCLIM,dischma,RCP85,no,17,low,beta,24.97751900399934,53.57396797888565
LANDCLIM,dischma,RCP85,no,17,no,prod,36.25599524487312,84.26851374140149
LANDCLIM,dischma,RCP85,no,18,high,alpha,18.737240029430698,32.65243337318823
LANDCLIM,dischma,RCP85,no,18,high,beta,17.120768108479385,27.185138948995437
LANDCLIM,dischma,RCP85,no,18,high_future,alpha,24.013804977336395,38.51851960583373
LANDCLIM,dischma,RCP85,no,18,high_future,beta,22.016490240750418,34.50264007127509
LANDCLIM,dischma,RCP85,no,18,low,alpha,25.678872175778228,56.436226875056974
LANDCLIM,dischma,RCP85,no,18,low,beta,24.97751900399934,53.57396797888565
LANDCLIM,dischma,RCP85,no,18,no,prod,36.25599524487312,84.26851374140149
LANDCLIM,dischma,RCP85,no,19,high,alpha,18.737240029430698,32.65243337318823
LANDCLIM,dischma,RCP85,no,19,high,beta,17.120768108479385,27.185138948995437
LANDCLIM,dischma,RCP85,no,19,high_future,alpha,24.013804977336395,38.51851960583373
LANDCLIM,dischma,RCP85,no,19,high_future,beta,22.016490240750418,34.50264007127509
LANDCLIM,dischma,RCP85,no,19,low,alpha,25.678872175778228,56.436226875056974
LANDCLIM,dischma,RCP85,no,19,low,beta,24.97751900399934,53.57396797888565
LANDCLIM,dischma,RCP85,no,19,no,prod,36.25599524487312,84.26851374140149
LANDCLIM,dischma,RCP85,no,20,high,alpha,18.737240029430698,32.65243337318823
LANDCLIM,dischma,RCP85,no,20,high,beta,17.120768108479385,27.185138948995437
LANDCLIM,dischma,RCP85,no,20,high_future,alpha,24.013804977336395,38.51851960583373
LANDCLIM,dischma,RCP85,no,20,high_future,beta,22.016490240750418,34.50264007127509
LANDCLIM,dischma,RCP85,no,20,low,alpha,25.678872175778228,56.436226875056974
LANDCLIM,dischma,RCP85,no,20,low,beta,24.97751900399934,53.57396797888565
LANDCLIM,dischma,RCP85,no,20,no,prod,36.25599524487312,84.26851374140149
LANDCLIM,rosalia,historic,future,1,high,alpha,8.92185361588638,24.26617033140215
LANDCLIM,rosalia,historic,future,1,high,beta,9.451315543569718,25.159352016027288
LANDCLIM,rosalia,historic,future,1,high_future,alpha,8.754864704129586,24.136657458830925
LANDCLIM,rosalia,historic,future,1,high_future,beta,9.229003657682899,25.117203522425775
LANDCLIM,rosalia,historic,future,1,low,alpha,10.021011300008665,41.393065499905454
LANDCLIM,rosalia,historic,future,1,low,beta,12.313094871789097,38.110205631848245
LANDCLIM,rosalia,historic,future,1,no,prod,8.630492058673171,29.011051234931955
LANDCLIM,rosalia,historic,future,2,high,alpha,8.857163761012817,24.16245919343924
LANDCLIM,rosalia,historic,future,2,high,beta,9.514477412236946,25.40002238009565
LANDCLIM,rosalia,historic,future,2,high_future,alpha,8.794496135164566,24.234119189409206
LANDCLIM,rosalia,historic,future,2,high_future,beta,9.269964222723958,25.353010288921624
LANDCLIM,rosalia,historic,future,2,low,alpha,10.040724731990169,41.25031129074515
LANDCLIM,rosalia,historic,future,2,low,beta,12.227529231337039,37.662041895029425
LANDCLIM,rosalia,historic,future,2,no,prod,8.640248065972774,29.059802545981267
LANDCLIM,rosalia,historic,future,3,high,alpha,8.845407717594739,24.273671384073953
LANDCLIM,rosalia,historic,future,3,high,beta,9.452598233792262,25.382578184860815
LANDCLIM,rosalia,historic,future,3,high_future,alpha,8.731980926805157,24.103410559175384
LANDCLIM,rosalia,historic,future,3,high_future,beta,9.197563622161962,25.340659475430442
LANDCLIM,rosalia,historic,future,3,low,alpha,10.023320126367166,41.39179286512679
LANDCLIM,rosalia,historic,future,3,low,beta,12.146086973654914,38.30087091163434
LANDCLIM,rosalia,historic,future,3,no,prod,8.619045009834064,29.086019946854417
LANDCLIM,rosalia,historic,future,4,high,alpha,8.911211995409648,24.362547029224288
LANDCLIM,rosalia,historic,future,4,high,beta,9.471761120220958,25.480120522711015
LANDCLIM,rosalia,historic,future,4,high_future,alpha,8.683253783406277,24.17411688223151
LANDCLIM,rosalia,historic,future,4,high_future,beta,9.201189595473501,25.44746191170836
LANDCLIM,rosalia,historic,future,4,low,alpha,9.969884076041325,41.75614944788023
LANDCLIM,rosalia,historic,future,4,low,beta,12.19775464746151,38.424859744881154
LANDCLIM,rosalia,historic,future,4,no,prod,8.64023622970025,29.286312610086725
LANDCLIM,rosalia,historic,future,5,high,alpha,8.825293940435515,24.274423565616924
LANDCLIM,rosalia,historic,future,5,high,beta,9.366207664762424,25.104097399400903
LANDCLIM,rosalia,historic,future,5,high_future,alpha,8.718719142566115,24.182686001035336
LANDCLIM,rosalia,historic,future,5,high_future,beta,9.230691960906084,25.391631496185024
LANDCLIM,rosalia,historic,future,5,low,alpha,9.876339098725987,41.30727228374109
LANDCLIM,rosalia,historic,future,5,low,beta,12.169404783964827,37.74924912649074
LANDCLIM,rosalia,historic,future,5,no,prod,8.629226896671424,28.99174909071877
LANDCLIM,rosalia,historic,future,6,high,alpha,8.86054194529286,24.569598807696934
LANDCLIM,rosalia,historic,future,6,high,beta,9.350327270497575,25.483977937056913
LANDCLIM,rosalia,historic,future,6,high_future,alpha,8.659188069462664,24.205129499937364
LANDCLIM,rosalia,historic,future,6,high_future,beta,9.165819063998272,25.420606043914297
LANDCLIM,rosalia,historic,future,6,low,alpha,9.848298449600174,41.32558468690698
LANDCLIM,rosalia,historic,future,6,low,beta,12.019653072536514,38.15797735246112
LANDCLIM,rosalia,historic,future,6,no,prod,8.628463130013005,29.06325648442487
LANDCLIM,rosalia,historic,future,7,high,alpha,8.864763451952488,24.304574676660412
LANDCLIM,rosalia,historic,future,7,high,beta,9.477822741457063,25.323731640348353
LANDCLIM,rosalia,historic,future,7,high_future,alpha,8.732764618889565,24.180128635679477
LANDCLIM,rosalia,historic,future,7,high_future,beta,9.267311610902844,25.27466896615583
LANDCLIM,rosalia,historic,future,7,low,alpha,10.080356329544303,41.4165037961196
LANDCLIM,rosalia,historic,future,7,low,beta,12.122337326870765,37.93311139603956
LANDCLIM,rosalia,historic,future,7,no,prod,8.585867576163384,29.18282598414919
LANDCLIM,rosalia,historic,future,8,high,alpha,8.84155802574658,24.249633351114472
LANDCLIM,rosalia,historic,future,8,high,beta,9.366057461173954,25.225752482102425
LANDCLIM,rosalia,historic,future,8,high_future,alpha,8.721946091104439,24.237168601093114
LANDCLIM,rosalia,historic,future,8,high_future,beta,9.176264412754254,25.2465376382975
LANDCLIM,rosalia,historic,future,8,low,alpha,9.952472372125628,40.914555110346186
LANDCLIM,rosalia,historic,future,8,low,beta,12.226274687601773,38.14202856138332
LANDCLIM,rosalia,historic,future,8,no,prod,8.64601941533701,29.186271495514614
LANDCLIM,rosalia,historic,future,9,high,alpha,8.767718712404996,24.125627307998435
LANDCLIM,rosalia,historic,future,9,high,beta,9.390448222827546,25.080704789183095
LANDCLIM,rosalia,historic,future,9,high_future,alpha,8.660245632520782,24.004943590711868
LANDCLIM,rosalia,historic,future,9,high_future,beta,9.22105442417647,25.401477581096334
LANDCLIM,rosalia,historic,future,9,low,alpha,10.11981536715816,41.165329634928455
LANDCLIM,rosalia,historic,future,9,low,beta,12.064730654560247,37.699813903787835
LANDCLIM,rosalia,historic,future,9,no,prod,8.652309154570736,29.09807470266242
LANDCLIM,rosalia,historic,future,10,high,alpha,9.002719276365912,24.3663347343179
LANDCLIM,rosalia,historic,future,10,high,beta,9.509362042064026,25.35157333275817
LANDCLIM,rosalia,historic,future,10,high_future,alpha,8.862801873384946,24.195548372633073
LANDCLIM,rosalia,historic,future,10,high_future,beta,9.31333324139726,25.259493991110993
LANDCLIM,rosalia,historic,future,10,low,alpha,10.077654604048842,40.86421618865951
LANDCLIM,rosalia,historic,future,10,low,beta,12.24781053183876,37.941336072466434
LANDCLIM,rosalia,historic,future,10,no,prod,8.650736844119638,28.966572285765036
LANDCLIM,rosalia,historic,future,11,high,alpha,8.608930667275121,23.953728612380193
LANDCLIM,rosalia,historic,future,11,high,beta,9.336869245644106,25.302744045607717
LANDCLIM,rosalia,historic,future,11,high_future,alpha,8.452199949434743,23.93568807958531
LANDCLIM,rosalia,historic,future,11,high_future,beta,9.193354261701407,25.518414665050265
LANDCLIM,rosalia,historic,future,11,low,alpha,9.775247216555291,40.927293399186546
LANDCLIM,rosalia,historic,future,11,low,beta,11.927920892006563,38.120922411124646
LANDCLIM,rosalia,historic,future,11,no,prod,8.649702084967334,29.177663179840597
LANDCLIM,rosalia,historic,future,12,high,alpha,8.996737905508088,24.462429312269553
LANDCLIM,rosalia,historic,future,12,high,beta,9.63166437049234,25.50009293187758
LANDCLIM,rosalia,historic,future,12,high_future,alpha,8.864538012463607,24.419804128107437
LANDCLIM,rosalia,historic,future,12,high_future,beta,9.357359341773746,25.62295846271833
LANDCLIM,rosalia,historic,future,12,low,alpha,10.090184603470979,40.98380322633871
LANDCLIM,rosalia,historic,future,12,low,beta,12.214616103041905,38.36357566038481
LANDCLIM,rosalia,historic,future,12,no,prod,8.664374116945579,29.31975684176644
LANDCLIM,rosalia,historic,future,13,high,alpha,8.857156653754023,24.167422110601443
LANDCLIM,rosalia,historic,future,13,high,beta,9.48806328641659,25.631826898947956
LANDCLIM,rosalia,historic,future,13,high_future,alpha,8.685284919475816,24.2260022693918
LANDCLIM,rosalia,historic,future,13,high_future,beta,9.17630981680004,25.44504088265524
LANDCLIM,rosalia,historic,future,13,low,alpha,10.013649240253933,41.560707148673316
LANDCLIM,rosalia,historic,future,13,low,beta,12.191858191688928,38.355967462393906
LANDCLIM,rosalia,historic,future,13,no,prod,8.626063405223343,29.125957741467378
LANDCLIM,rosalia,historic,future,14,high,alpha,8.724771718025563,24.10803328272246
LANDCLIM,rosalia,historic,future,14,high,beta,9.286305715756159,25.006137305342584
LANDCLIM,rosalia,historic,future,14,high_future,alpha,8.573200921540082,23.824522959920696
LANDCLIM,rosalia,historic,future,14,high_future,beta,9.123199891497032,25.248742060542305
LANDCLIM,rosalia,historic,future,14,low,alpha,9.928076786039828,41.56035913641348
LANDCLIM,rosalia,historic,future,14,low,beta,11.920776832569349,38.02510328090442
LANDCLIM,rosalia,historic,future,14,no,prod,8.562262627925701,29.26289930620497
LANDCLIM,rosalia,historic,future,15,high,alpha,8.829101287914089,24.16684808256638
LANDCLIM,rosalia,historic,future,15,high,beta,9.521351388697708,25.3644361375862
LANDCLIM,rosalia,historic,future,15,high_future,alpha,8.670447603427965,24.07506295107291
LANDCLIM,rosalia,historic,future,15,high_future,beta,9.306303628662143,25.4250509382364
LANDCLIM,rosalia,historic,future,15,low,alpha,9.973238885469463,41.47620402480586
LANDCLIM,rosalia,historic,future,15,low,beta,12.115560189223858,37.611071997931276
LANDCLIM,rosalia,historic,future,15,no,prod,8.594263367991879,29.03082257782867
LANDCLIM,rosalia,historic,future,16,high,alpha,8.981777219591926,24.5117495497244
LANDCLIM,rosalia,historic,future,16,high,beta,9.436192266188066,25.05106718568517
LANDCLIM,rosalia,historic,future,16,high_future,alpha,8.766535334725603,24.269482370388495
LANDCLIM,rosalia,historic,future,16,high_future,beta,9.22142199108878,25.30770133517383
LANDCLIM,rosalia,historic,future,16,low,alpha,10.069360750641007,41.87281696110256
LANDCLIM,rosalia,historic,future,16,low,beta,12.113935659721268,38.09695441341854
LANDCLIM,rosalia,historic,future,16,no,prod,8.59783102901885,29.143037346939582
LANDCLIM,rosalia,historic,future,17,high,alpha,8.906832673676131,24.445998792715308
LANDCLIM,rosalia,historic,future,17,high,beta,9.434928774524726,25.20115585839821
LANDCLIM,rosalia,historic,future,17,high_future,alpha,8.712838537959367,24.07228855359612
LANDCLIM,rosalia,historic,future,17,high_future,beta,9.236585215939014,25.25232055076223
LANDCLIM,rosalia,historic,future,17,low,alpha,10.074597266241101,41.040544426166285
LANDCLIM,rosalia,historic,future,17,low,beta,12.153603087434668,38.50000575251614
LANDCLIM,rosalia,historic,future,17,no,prod,8.638725686626158,28.984002903861434
LANDCLIM,rosalia,historic,future,18,high,alpha,8.755832260241773,24.16819552927097
LANDCLIM,rosalia,historic,future,18,high,beta,9.343494865641407,25.17970760100379
LANDCLIM,rosalia,historic,future,18,high_future,alpha,8.660145671731513,24.019256547770894
LANDCLIM,rosalia,historic,future,18,high_future,beta,9.142096326341324,25.199114714079958
LANDCLIM,rosalia,historic,future,18,low,alpha,10.0039998888656,41.48818324000306
LANDCLIM,rosalia,historic,future,18,low,beta,12.176229638484108,38.11483388650849
LANDCLIM,rosalia,historic,future,18,no,prod,8.657252189144884,29.135277678250937
LANDCLIM,rosalia,historic,future,19,high,alpha,8.83026959481956,24.444605251394776
LANDCLIM,rosalia,historic,future,19,high,beta,9.425429809645435,25.308753859398585
LANDCLIM,rosalia,historic,future,19,high_future,alpha,8.71310688113336,24.065156563057425
LANDCLIM,rosalia,historic,future,19,high_future,beta,9.301526588242993,25.5375180365224
LANDCLIM,rosalia,historic,future,19,low,alpha,10.020522127738575,41.29634723655132
LANDCLIM,rosalia,historic,future,19,low,beta,12.061955632040963,37.89873424927422
LANDCLIM,rosalia,historic,future,19,no,prod,8.647463728044714,29.13919621993871
LANDCLIM,rosalia,historic,future,20,high,alpha,8.977739145136383,24.359226534044662
LANDCLIM,rosalia,historic,future,20,high,beta,9.50830119603588,25.250987742399193
LANDCLIM,rosalia,historic,future,20,high_future,alpha,8.819482032934188,24.215436071038422
LANDCLIM,rosalia,historic,future,20,high_future,beta,9.211293779462338,25.301456115813664
LANDCLIM,rosalia,historic,future,20,low,alpha,10.137130372499934,41.74967681734511
LANDCLIM,rosalia,historic,future,20,low,beta,12.375587689810924,38.40348099571581
LANDCLIM,rosalia,historic,future,20,no,prod,8.708455433092235,29.288447546715734
LANDCLIM,rosalia,historic,historic,1,high,alpha,8.643207033244348,23.72442847389503
LANDCLIM,rosalia,historic,historic,1,high,beta,9.331124700026027,24.875146676196582
LANDCLIM,rosalia,historic,historic,1,high_future,alpha,8.494618222366633,23.525268507279627
LANDCLIM,rosalia,historic,historic,1,high_future,beta,8.997174757311283,24.79056150006301
LANDCLIM,rosalia,historic,historic,1,low,alpha,9.81825306202177,43.278742777074314
LANDCLIM,rosalia,historic,historic,1,low,beta,11.937370528025607,38.988219750461
LANDCLIM,rosalia,historic,historic,1,no,prod,8.60881575569763,29.13054034177545
LANDCLIM,rosalia,historic,historic,2,high,alpha,8.618518789066917,23.654278865111035
LANDCLIM,rosalia,historic,historic,2,high,beta,9.334229354694145,24.78727632676683
LANDCLIM,rosalia,historic,historic,2,high_future,alpha,8.468776026521613,23.47961216714241
LANDCLIM,rosalia,historic,historic,2,high_future,beta,9.123142316987968,24.973560853988765
LANDCLIM,rosalia,historic,historic,2,low,alpha,9.999664422572197,43.49379659930998
LANDCLIM,rosalia,historic,historic,2,low,beta,11.927304062660337,38.73033139646635
LANDCLIM,rosalia,historic,historic,2,no,prod,8.616019357357771,29.095514831566856
LANDCLIM,rosalia,historic,historic,3,high,alpha,8.63663098149236,23.73562471310141
LANDCLIM,rosalia,historic,historic,3,high,beta,9.236016735571392,24.77630457724141
LANDCLIM,rosalia,historic,historic,3,high_future,alpha,8.432417027092002,23.612365610548064
LANDCLIM,rosalia,historic,historic,3,high_future,beta,9.046693491391393,24.65125568681705
LANDCLIM,rosalia,historic,historic,3,low,alpha,9.921460461002871,43.50453477705034
LANDCLIM,rosalia,historic,historic,3,low,beta,11.945140622338817,38.70745530712731
LANDCLIM,rosalia,historic,historic,3,no,prod,8.626027062721153,29.040460984462236
LANDCLIM,rosalia,historic,historic,4,high,alpha,8.700232975137565,23.791309300313717
LANDCLIM,rosalia,historic,historic,4,high,beta,9.341479355888548,24.841832503811393
LANDCLIM,rosalia,historic,historic,4,high_future,alpha,8.489118540050555,23.597146615002895
LANDCLIM,rosalia,historic,historic,4,high_future,beta,9.179503743832097,25.063498138373657
LANDCLIM,rosalia,historic,historic,4,low,alpha,10.00325993233032,43.15081542675973
LANDCLIM,rosalia,historic,historic,4,low,beta,11.87871066383644,38.87104653317836
LANDCLIM,rosalia,historic,historic,4,no,prod,8.557311476964534,29.159201605692274
LANDCLIM,rosalia,historic,historic,5,high,alpha,8.531519242897259,23.704116725751508
LANDCLIM,rosalia,historic,historic,5,high,beta,9.118741547659326,24.520643344721424
LANDCLIM,rosalia,historic,historic,5,high_future,alpha,8.305779287836947,23.52157082714006
LANDCLIM,rosalia,historic,historic,5,high_future,beta,8.889963833051372,24.544626842506116
LANDCLIM,rosalia,historic,historic,5,low,alpha,9.633134348226742,43.91189050378726
LANDCLIM,rosalia,historic,historic,5,low,beta,11.776069080742182,39.045412184871466
LANDCLIM,rosalia,historic,historic,5,no,prod,8.55532001151777,28.928445047390642
LANDCLIM,rosalia,historic,historic,6,high,alpha,8.584036567099993,23.593480117600844
LANDCLIM,rosalia,historic,historic,6,high,beta,9.21600926931557,24.623859899493375
LANDCLIM,rosalia,historic,historic,6,high_future,alpha,8.47797300549725,23.5180812743386
LANDCLIM,rosalia,historic,historic,6,high_future,beta,9.008929751378249,24.661617927567654
LANDCLIM,rosalia,historic,historic,6,low,alpha,9.91278971452741,43.18279957320332
LANDCLIM,rosalia,historic,historic,6,low,beta,11.828415724086739,38.55065889481328
LANDCLIM,rosalia,historic,historic,6,no,prod,8.552439805113604,29.144412714988583
LANDCLIM,rosalia,historic,historic,7,high,alpha,8.63253173020702,23.867643210106365
LANDCLIM,rosalia,historic,historic,7,high,beta,9.176970384525777,24.661825477974293
LANDCLIM,rosalia,historic,historic,7,high_future,alpha,8.4505886718244,23.545685546585915
LANDCLIM,rosalia,historic,historic,7,high_future,beta,9.00246940360994,24.603492448908842
LANDCLIM,rosalia,historic,historic,7,low,alpha,9.884796982245357,43.82350149310861
LANDCLIM,rosalia,historic,historic,7,low,beta,11.843902830673303,38.809321054961075
LANDCLIM,rosalia,historic,historic,7,no,prod,8.585834055879706,29.05402856909443
LANDCLIM,rosalia,historic,historic,8,high,alpha,8.675360787400512,23.740666854109545
LANDCLIM,rosalia,historic,historic,8,high,beta,9.29462725691243,24.588053008456438
LANDCLIM,rosalia,historic,historic,8,high_future,alpha,8.601358896370993,23.72741829030455
LANDCLIM,rosalia,historic,historic,8,high_future,beta,9.175506526780977,25.006482355049915
LANDCLIM,rosalia,historic,historic,8,low,alpha,10.023454991383954,43.026770849804244
LANDCLIM,rosalia,historic,historic,8,low,beta,11.993917597424005,38.5350918446252
LANDCLIM,rosalia,historic,historic,8,no,prod,8.641439280355662,29.119276693356493
LANDCLIM,rosalia,historic,historic,9,high,alpha,8.751593713453525,23.931864925437793
LANDCLIM,rosalia,historic,historic,9,high,beta,9.341869071189308,24.848458419611244
LANDCLIM,rosalia,historic,historic,9,high_future,alpha,8.58461804058656,23.712336094495143
LANDCLIM,rosalia,historic,historic,9,high_future,beta,9.168067837809243,25.108395305028118
LANDCLIM,rosalia,historic,historic,9,low,alpha,9.927533122939181,43.17485644157381
LANDCLIM,rosalia,historic,historic,9,low,beta,11.964852442298257,38.70067320213353
LANDCLIM,rosalia,historic,historic,9,no,prod,8.609279463559153,29.161970464205496
LANDCLIM,rosalia,historic,historic,10,high,alpha,8.731531008252071,23.784686543997545
LANDCLIM,rosalia,historic,historic,10,high,beta,9.415129286845806,24.75439641332217
LANDCLIM,rosalia,historic,historic,10,high_future,alpha,8.567383393991337,23.614570775241774
LANDCLIM,rosalia,historic,historic,10,high_future,beta,9.126638387990587,24.808599530363495
LANDCLIM,rosalia,historic,historic,10,low,alpha,10.062198006867874,43.68284085146252
LANDCLIM,rosalia,historic,historic,10,low,beta,12.040293526273334,38.859093345049075
LANDCLIM,rosalia,historic,historic,10,no,prod,8.623497221560575,29.193208635566116
LANDCLIM,rosalia,historic,historic,11,high,alpha,8.67164836851806,23.882207791565698
LANDCLIM,rosalia,historic,historic,11,high,beta,9.32324270453494,25.050299703264578
LANDCLIM,rosalia,historic,historic,11,high_future,alpha,8.491306779920349,23.59313985672509
LANDCLIM,rosalia,historic,historic,11,high_future,beta,9.111561698170002,24.98910205925636
LANDCLIM,rosalia,historic,historic,11,low,alpha,9.839890384926667,43.2399743794012
LANDCLIM,rosalia,historic,historic,11,low,beta,11.924853195291103,39.07468903069133
LANDCLIM,rosalia,historic,historic,11,no,prod,8.611382649324883,29.177386402802608
LANDCLIM,rosalia,historic,historic,12,high,alpha,8.817932460084805,23.907534502302166
LANDCLIM,rosalia,historic,historic,12,high,beta,9.370324047746907,24.815944358876504
LANDCLIM,rosalia,historic,historic,12,high_future,alpha,8.650920519203046,23.774824545780067
LANDCLIM,rosalia,historic,historic,12,high_future,beta,9.150749288813843,24.97256691150328
LANDCLIM,rosalia,historic,historic,12,low,alpha,10.0003165269749,43.87276241301873
LANDCLIM,rosalia,historic,historic,12,low,beta,12.047913038197956,39.089741958061495
LANDCLIM,rosalia,historic,historic,12,no,prod,8.6194666661595,29.089487277341448
LANDCLIM,rosalia,historic,historic,13,high,alpha,8.718813679135096,23.6700000627826
LANDCLIM,rosalia,historic,historic,13,high,beta,9.321789841181545,24.706685179665463
LANDCLIM,rosalia,historic,historic,13,high_future,alpha,8.518957069807126,23.57867853793731
LANDCLIM,rosalia,historic,historic,13,high_future,beta,9.230583254662758,25.086068588856925
LANDCLIM,rosalia,historic,historic,13,low,alpha,9.955404096571625,43.53053417837641
LANDCLIM,rosalia,historic,historic,13,low,beta,11.874253630137725,38.81316453912828
LANDCLIM,rosalia,historic,historic,13,no,prod,8.577857129023473,29.16367617907544
LANDCLIM,rosalia,historic,historic,14,high,alpha,8.807831485306513,23.91618991328646
LANDCLIM,rosalia,historic,historic,14,high,beta,9.290953190921448,24.757691640979655
LANDCLIM,rosalia,historic,historic,14,high_future,alpha,8.586393718483116,23.609869871942184
LANDCLIM,rosalia,historic,historic,14,high_future,beta,9.092878681500496,24.93928572616089
LANDCLIM,rosalia,historic,historic,14,low,alpha,9.957783083249272,43.32425000829033
LANDCLIM,rosalia,historic,historic,14,low,beta,11.986355091710276,38.70974110294551
LANDCLIM,rosalia,historic,historic,14,no,prod,8.624303096204551,29.2599178541875
LANDCLIM,rosalia,historic,historic,15,high,alpha,8.719198717349903,23.86180473187814
LANDCLIM,rosalia,historic,historic,15,high,beta,9.351902406284767,24.927231572263352
LANDCLIM,rosalia,historic,historic,15,high_future,alpha,8.510018555982715,23.676694151333315
LANDCLIM,rosalia,historic,historic,15,high_future,beta,9.145429068924955,25.107871467483672
LANDCLIM,rosalia,historic,historic,15,low,alpha,9.926648091306935,43.9674457944
LANDCLIM,rosalia,historic,historic,15,low,beta,11.932742339236002,38.750148020246186
LANDCLIM,rosalia,historic,historic,15,no,prod,8.606674370412676,29.135325632468966
LANDCLIM,rosalia,historic,historic,16,high,alpha,8.637794384972366,23.655710975373292
LANDCLIM,rosalia,historic,historic,16,high,beta,9.240800769636728,24.626867531588246
LANDCLIM,rosalia,historic,historic,16,high_future,alpha,8.455405245096065,23.259901462151326
LANDCLIM,rosalia,historic,historic,16,high_future,beta,9.11802185206174,24.784268566829862
LANDCLIM,rosalia,historic,historic,16,low,alpha,9.839954074248114,43.254739917027074
LANDCLIM,rosalia,historic,historic,16,low,beta,11.836024823400933,38.86476409986293
LANDCLIM,rosalia,historic,historic,16,no,prod,8.609080230557273,29.037232964096688
LANDCLIM,rosalia,historic,historic,17,high,alpha,8.688254444290406,23.729061042840453
LANDCLIM,rosalia,historic,historic,17,high,beta,9.366585505017424,24.733880170378626
LANDCLIM,rosalia,historic,historic,17,high_future,alpha,8.526571906064632,23.51175086289688
LANDCLIM,rosalia,historic,historic,17,high_future,beta,9.176909560016053,24.87693702467151
LANDCLIM,rosalia,historic,historic,17,low,alpha,9.953918121083563,43.246534612164616
LANDCLIM,rosalia,historic,historic,17,low,beta,11.960670514228463,38.62740226435121
LANDCLIM,rosalia,historic,historic,17,no,prod,8.594806532464231,28.969029362915393
LANDCLIM,rosalia,historic,historic,18,high,alpha,8.77503620338146,23.739953498809545
LANDCLIM,rosalia,historic,historic,18,high,beta,9.387728550151731,24.93431332640078
LANDCLIM,rosalia,historic,historic,18,high_future,alpha,8.605498483712713,23.670754702428034
LANDCLIM,rosalia,historic,historic,18,high_future,beta,9.173232423714014,25.046164655681803
LANDCLIM,rosalia,historic,historic,18,low,alpha,10.09175851784702,43.40366728602352
LANDCLIM,rosalia,historic,historic,18,low,beta,12.086889111039339,39.02693240853729
LANDCLIM,rosalia,historic,historic,18,no,prod,8.613712183377617,29.094962964458222
