landscape,climate,scenario,diversity,disturbances,replication,dist_impact,age_structure,experiment,run_id
rosalia,RCP85,beta,high_future,future,10,species_height,young,2,3890
rosalia,RCP85,beta,high_future,future,1,species_height,old,2,3891
rosalia,RCP85,beta,high_future,future,2,species_height,old,2,3892
rosalia,RCP85,beta,high_future,future,3,species_height,old,2,3893
rosalia,RCP85,beta,high_future,future,4,species_height,old,2,3894
rosalia,RCP85,beta,high_future,future,5,species_height,old,2,3895
rosalia,RCP85,beta,high_future,future,6,species_height,old,2,3896
rosalia,RCP85,beta,high_future,future,7,species_height,old,2,3897
rosalia,RCP85,beta,high_future,future,8,species_height,old,2,3898
rosalia,RCP85,beta,high_future,future,9,species_height,old,2,3899
rosalia,RCP85,beta,high_future,future,10,species_height,old,2,3900
rosalia,RCP85,beta,high_future,future,1,random,normal,3,3901
rosalia,RCP85,beta,high_future,future,2,random,normal,3,3902
rosalia,RCP85,beta,high_future,future,3,random,normal,3,3903
rosalia,RCP85,beta,high_future,future,4,random,normal,3,3904
rosalia,RCP85,beta,high_future,future,5,random,normal,3,3905
rosalia,RCP85,beta,high_future,future,6,random,normal,3,3906
rosalia,RCP85,beta,high_future,future,7,random,normal,3,3907
rosalia,RCP85,beta,high_future,future,8,random,normal,3,3908
rosalia,RCP85,beta,high_future,future,9,random,normal,3,3909
rosalia,RCP85,beta,high_future,future,10,random,normal,3,3910
rosalia,RCP85,beta,high_future,future,1,height_only,normal,3,3911
rosalia,RCP85,beta,high_future,future,2,height_only,normal,3,3912
rosalia,RCP85,beta,high_future,future,3,height_only,normal,3,3913
rosalia,RCP85,beta,high_future,future,4,height_only,normal,3,3914
rosalia,RCP85,beta,high_future,future,5,height_only,normal,3,3915
rosalia,RCP85,beta,high_future,future,6,height_only,normal,3,3916
rosalia,RCP85,beta,high_future,future,7,height_only,normal,3,3917
rosalia,RCP85,beta,high_future,future,8,height_only,normal,3,3918
rosalia,RCP85,beta,high_future,future,9,height_only,normal,3,3919
rosalia,RCP85,beta,high_future,future,10,height_only,normal,3,3920
rosalia,RCP85,beta,high_future,future_100,1,species_height,normal,1,3921
rosalia,RCP85,beta,high_future,future_100,2,species_height,normal,1,3922
rosalia,RCP85,beta,high_future,future_100,3,species_height,normal,1,3923
rosalia,RCP85,beta,high_future,future_100,4,species_height,normal,1,3924
rosalia,RCP85,beta,high_future,future_100,5,species_height,normal,1,3925
rosalia,RCP85,beta,high_future,future_100,6,species_height,normal,1,3926
rosalia,RCP85,beta,high_future,future_100,7,species_height,normal,1,3927
rosalia,RCP85,beta,high_future,future_100,8,species_height,normal,1,3928
rosalia,RCP85,beta,high_future,future_100,9,species_height,normal,1,3929
rosalia,RCP85,beta,high_future,future_100,10,species_height,normal,1,3930
rosalia,RCP85,beta,high_future,historic_600,1,species_height,normal,1,3931
rosalia,RCP85,beta,high_future,historic_600,2,species_height,normal,1,3932
rosalia,RCP85,beta,high_future,historic_600,3,species_height,normal,1,3933
rosalia,RCP85,beta,high_future,historic_600,4,species_height,normal,1,3934
rosalia,RCP85,beta,high_future,historic_600,5,species_height,normal,1,3935
rosalia,RCP85,beta,high_future,historic_600,6,species_height,normal,1,3936
rosalia,RCP85,beta,high_future,historic_600,7,species_height,normal,1,3937
rosalia,RCP85,beta,high_future,historic_600,8,species_height,normal,1,3938
rosalia,RCP85,beta,high_future,historic_600,9,species_height,normal,1,3939
rosalia,RCP85,beta,high_future,historic_600,10,species_height,normal,1,3940
rosalia,RCP85,beta,high_future,no,1,species_height,young,2,3941
rosalia,RCP85,beta,high_future,no,2,species_height,young,2,3942
rosalia,RCP85,beta,high_future,no,3,species_height,young,2,3943
rosalia,RCP85,beta,high_future,no,4,species_height,young,2,3944
rosalia,RCP85,beta,high_future,no,5,species_height,young,2,3945
rosalia,RCP85,beta,high_future,no,6,species_height,young,2,3946
rosalia,RCP85,beta,high_future,no,7,species_height,young,2,3947
rosalia,RCP85,beta,high_future,no,8,species_height,young,2,3948
rosalia,RCP85,beta,high_future,no,9,species_height,young,2,3949
rosalia,RCP85,beta,high_future,no,10,species_height,young,2,3950
rosalia,RCP85,beta,high_future,no,1,species_height,old,2,3951
rosalia,RCP85,beta,high_future,no,2,species_height,old,2,3952
rosalia,RCP85,beta,high_future,no,3,species_height,old,2,3953
rosalia,RCP85,beta,high_future,no,4,species_height,old,2,3954
rosalia,RCP85,beta,high_future,no,5,species_height,old,2,3955
rosalia,RCP85,beta,high_future,no,6,species_height,old,2,3956
rosalia,RCP85,beta,high_future,no,7,species_height,old,2,3957
rosalia,RCP85,beta,high_future,no,8,species_height,old,2,3958
rosalia,RCP85,beta,high_future,no,9,species_height,old,2,3959
rosalia,RCP85,beta,high_future,no,10,species_height,old,2,3960
rosalia,RCP85,beta,low,future,1,species_height,young,2,3961
rosalia,RCP85,beta,low,future,2,species_height,young,2,3962
rosalia,RCP85,beta,low,future,3,species_height,young,2,3963
rosalia,RCP85,beta,low,future,4,species_height,young,2,3964
rosalia,RCP85,beta,low,future,5,species_height,young,2,3965
rosalia,RCP85,beta,low,future,6,species_height,young,2,3966
rosalia,RCP85,beta,low,future,7,species_height,young,2,3967
rosalia,RCP85,beta,low,future,8,species_height,young,2,3968
rosalia,RCP85,beta,low,future,9,species_height,young,2,3969
rosalia,RCP85,beta,low,future,10,species_height,young,2,3970
rosalia,RCP85,beta,low,future,1,species_height,old,2,3971
rosalia,RCP85,beta,low,future,2,species_height,old,2,3972
rosalia,RCP85,beta,low,future,3,species_height,old,2,3973
rosalia,RCP85,beta,low,future,4,species_height,old,2,3974
rosalia,RCP85,beta,low,future,5,species_height,old,2,3975
rosalia,RCP85,beta,low,future,6,species_height,old,2,3976
rosalia,RCP85,beta,low,future,7,species_height,old,2,3977
rosalia,RCP85,beta,low,future,8,species_height,old,2,3978
rosalia,RCP85,beta,low,future,9,species_height,old,2,3979
rosalia,RCP85,beta,low,future,10,species_height,old,2,3980
rosalia,RCP85,beta,low,future,1,random,normal,3,3981
rosalia,RCP85,beta,low,future,2,random,normal,3,3982
rosalia,RCP85,beta,low,future,3,random,normal,3,3983
rosalia,RCP85,beta,low,future,4,random,normal,3,3984
rosalia,RCP85,beta,low,future,5,random,normal,3,3985
rosalia,RCP85,beta,low,future,6,random,normal,3,3986
rosalia,RCP85,beta,low,future,7,random,normal,3,3987
rosalia,RCP85,beta,low,future,8,random,normal,3,3988
rosalia,RCP85,beta,low,future,9,random,normal,3,3989
rosalia,RCP85,beta,low,future,10,random,normal,3,3990
rosalia,RCP85,beta,low,future,1,height_only,normal,3,3991
rosalia,RCP85,beta,low,future,2,height_only,normal,3,3992
rosalia,RCP85,beta,low,future,3,height_only,normal,3,3993
rosalia,RCP85,beta,low,future,4,height_only,normal,3,3994
rosalia,RCP85,beta,low,future,5,height_only,normal,3,3995
rosalia,RCP85,beta,low,future,6,height_only,normal,3,3996
rosalia,RCP85,beta,low,future,7,height_only,normal,3,3997
rosalia,RCP85,beta,low,future,8,height_only,normal,3,3998
rosalia,RCP85,beta,low,future,9,height_only,normal,3,3999
rosalia,RCP85,beta,low,future,10,height_only,normal,3,4000
rosalia,RCP85,beta,low,future_100,1,species_height,normal,1,4001
rosalia,RCP85,beta,low,future_100,2,species_height,normal,1,4002
rosalia,RCP85,beta,low,future_100,3,species_height,normal,1,4003
rosalia,RCP85,beta,low,future_100,4,species_height,normal,1,4004
rosalia,RCP85,beta,low,future_100,5,species_height,normal,1,4005
rosalia,RCP85,beta,low,future_100,6,species_height,normal,1,4006
rosalia,RCP85,beta,low,future_100,7,species_height,normal,1,4007
rosalia,RCP85,beta,low,future_100,8,species_height,normal,1,4008
rosalia,RCP85,beta,low,future_100,9,species_height,normal,1,4009
rosalia,RCP85,beta,low,future_100,10,species_height,normal,1,4010
rosalia,RCP85,beta,low,historic_600,1,species_height,normal,1,4011
rosalia,RCP85,beta,low,historic_600,2,species_height,normal,1,4012
rosalia,RCP85,beta,low,historic_600,3,species_height,normal,1,4013
rosalia,RCP85,beta,low,historic_600,4,species_height,normal,1,4014
rosalia,RCP85,beta,low,historic_600,5,species_height,normal,1,4015
rosalia,RCP85,beta,low,historic_600,6,species_height,normal,1,4016
rosalia,RCP85,beta,low,historic_600,7,species_height,normal,1,4017
rosalia,RCP85,beta,low,historic_600,8,species_height,normal,1,4018
rosalia,RCP85,beta,low,historic_600,9,species_height,normal,1,4019
rosalia,RCP85,beta,low,historic_600,10,species_height,normal,1,4020
rosalia,RCP85,beta,low,no,1,species_height,young,2,4021
rosalia,RCP85,beta,low,no,2,species_height,young,2,4022
rosalia,RCP85,beta,low,no,3,species_height,young,2,4023
rosalia,RCP85,beta,low,no,4,species_height,young,2,4024
rosalia,RCP85,beta,low,no,5,species_height,young,2,4025
rosalia,RCP85,beta,low,no,6,species_height,young,2,4026
rosalia,RCP85,beta,low,no,7,species_height,young,2,4027
rosalia,RCP85,beta,low,no,8,species_height,young,2,4028
rosalia,RCP85,beta,low,no,9,species_height,young,2,4029
rosalia,RCP85,beta,low,no,10,species_height,young,2,4030
rosalia,RCP85,beta,low,no,1,species_height,old,2,4031
rosalia,RCP85,beta,low,no,2,species_height,old,2,4032
rosalia,RCP85,beta,low,no,3,species_height,old,2,4033
rosalia,RCP85,beta,low,no,4,species_height,old,2,4034
rosalia,RCP85,beta,low,no,5,species_height,old,2,4035
rosalia,RCP85,beta,low,no,6,species_height,old,2,4036
rosalia,RCP85,beta,low,no,7,species_height,old,2,4037
rosalia,RCP85,beta,low,no,8,species_height,old,2,4038
rosalia,RCP85,beta,low,no,9,species_height,old,2,4039
rosalia,RCP85,beta,low,no,10,species_height,old,2,4040
rosalia,RCP85,prod,no,future,1,species_height,young,2,4041
rosalia,RCP85,prod,no,future,2,species_height,young,2,4042
rosalia,RCP85,prod,no,future,3,species_height,young,2,4043
rosalia,RCP85,prod,no,future,4,species_height,young,2,4044
rosalia,RCP85,prod,no,future,5,species_height,young,2,4045
rosalia,RCP85,prod,no,future,6,species_height,young,2,4046
rosalia,RCP85,prod,no,future,7,species_height,young,2,4047
rosalia,RCP85,prod,no,future,8,species_height,young,2,4048
rosalia,RCP85,prod,no,future,9,species_height,young,2,4049
rosalia,RCP85,prod,no,future,10,species_height,young,2,4050
rosalia,RCP85,prod,no,future,1,species_height,old,2,4051
rosalia,RCP85,prod,no,future,2,species_height,old,2,4052
rosalia,RCP85,prod,no,future,3,species_height,old,2,4053
rosalia,RCP85,prod,no,future,4,species_height,old,2,4054
rosalia,RCP85,prod,no,future,5,species_height,old,2,4055
rosalia,RCP85,prod,no,future,6,species_height,old,2,4056
rosalia,RCP85,prod,no,future,7,species_height,old,2,4057
rosalia,RCP85,prod,no,future,8,species_height,old,2,4058
rosalia,RCP85,prod,no,future,9,species_height,old,2,4059
rosalia,RCP85,prod,no,future,10,species_height,old,2,4060
rosalia,RCP85,prod,no,future,1,random,normal,3,4061
rosalia,RCP85,prod,no,future,2,random,normal,3,4062
rosalia,RCP85,prod,no,future,3,random,normal,3,4063
rosalia,RCP85,prod,no,future,4,random,normal,3,4064
rosalia,RCP85,prod,no,future,5,random,normal,3,4065
rosalia,RCP85,prod,no,future,6,random,normal,3,4066
rosalia,RCP85,prod,no,future,7,random,normal,3,4067
rosalia,RCP85,prod,no,future,8,random,normal,3,4068
rosalia,RCP85,prod,no,future,9,random,normal,3,4069
rosalia,RCP85,prod,no,future,10,random,normal,3,4070
rosalia,RCP85,prod,no,future,1,height_only,normal,3,4071
rosalia,RCP85,prod,no,future,2,height_only,normal,3,4072
rosalia,RCP85,prod,no,future,3,height_only,normal,3,4073
rosalia,RCP85,prod,no,future,4,height_only,normal,3,4074
rosalia,RCP85,prod,no,future,5,height_only,normal,3,4075
rosalia,RCP85,prod,no,future,6,height_only,normal,3,4076
rosalia,RCP85,prod,no,future,7,height_only,normal,3,4077
rosalia,RCP85,prod,no,future,8,height_only,normal,3,4078
rosalia,RCP85,prod,no,future,9,height_only,normal,3,4079
rosalia,RCP85,prod,no,future,10,height_only,normal,3,4080
rosalia,RCP85,prod,no,future_100,1,species_height,normal,1,4081
rosalia,RCP85,prod,no,future_100,2,species_height,normal,1,4082
rosalia,RCP85,prod,no,future_100,3,species_height,normal,1,4083
rosalia,RCP85,prod,no,future_100,4,species_height,normal,1,4084
rosalia,RCP85,prod,no,future_100,5,species_height,normal,1,4085
rosalia,RCP85,prod,no,future_100,6,species_height,normal,1,4086
rosalia,RCP85,prod,no,future_100,7,species_height,normal,1,4087
rosalia,RCP85,prod,no,future_100,8,species_height,normal,1,4088
rosalia,RCP85,prod,no,future_100,9,species_height,normal,1,4089
rosalia,RCP85,prod,no,future_100,10,species_height,normal,1,4090
rosalia,RCP85,prod,no,historic_600,1,species_height,normal,1,4091
rosalia,RCP85,prod,no,historic_600,2,species_height,normal,1,4092
rosalia,RCP85,prod,no,historic_600,3,species_height,normal,1,4093
rosalia,RCP85,prod,no,historic_600,4,species_height,normal,1,4094
rosalia,RCP85,prod,no,historic_600,5,species_height,normal,1,4095
rosalia,RCP85,prod,no,historic_600,6,species_height,normal,1,4096
rosalia,RCP85,prod,no,historic_600,7,species_height,normal,1,4097
rosalia,RCP85,prod,no,historic_600,8,species_height,normal,1,4098
rosalia,RCP85,prod,no,historic_600,9,species_height,normal,1,4099
rosalia,RCP85,prod,no,historic_600,10,species_height,normal,1,4100
rosalia,RCP85,prod,no,no,1,species_height,young,2,4101
rosalia,RCP85,prod,no,no,2,species_height,young,2,4102
rosalia,RCP85,prod,no,no,3,species_height,young,2,4103
rosalia,RCP85,prod,no,no,4,species_height,young,2,4104
rosalia,RCP85,prod,no,no,5,species_height,young,2,4105
rosalia,RCP85,prod,no,no,6,species_height,young,2,4106
rosalia,RCP85,prod,no,no,7,species_height,young,2,4107
rosalia,RCP85,prod,no,no,8,species_height,young,2,4108
rosalia,RCP85,prod,no,no,9,species_height,young,2,4109
rosalia,RCP85,prod,no,no,10,species_height,young,2,4110
rosalia,RCP85,prod,no,no,1,species_height,old,2,4111
rosalia,RCP85,prod,no,no,2,species_height,old,2,4112
rosalia,RCP85,prod,no,no,3,species_height,old,2,4113
rosalia,RCP85,prod,no,no,4,species_height,old,2,4114
rosalia,RCP85,prod,no,no,5,species_height,old,2,4115
rosalia,RCP85,prod,no,no,6,species_height,old,2,4116
rosalia,RCP85,prod,no,no,7,species_height,old,2,4117
rosalia,RCP85,prod,no,no,8,species_height,old,2,4118
rosalia,RCP85,prod,no,no,9,species_height,old,2,4119
rosalia,RCP85,prod,no,no,10,species_height,old,2,4120
